UNIPROT,has,description
up:P62072,hsa:26519,TIMM10; translocase of inner mitochondrial membrane 10
up:P63208,hsa:6500,SKP1; S-phase kinase associated protein 1
up:P82663,hsa:64432,MRPS25; mitochondrial ribosomal protein S25
up:P82663,hsa:64432,MRPS25; mitochondrial ribosomal protein S25
up:P82664,hsa:55173,MRPS10; mitochondrial ribosomal protein S10
up:P82664,hsa:55173,MRPS10; mitochondrial ribosomal protein S10
up:P82664,hsa:55173,MRPS10; mitochondrial ribosomal protein S10
up:P98155,hsa:7436,VLDLR; very low density lipoprotein receptor
up:P98155,hsa:7436,VLDLR; very low density lipoprotein receptor
up:Q00325,hsa:5250,SLC25A3; solute carrier family 25 member 3
up:Q00325,hsa:5250,SLC25A3; solute carrier family 25 member 3
up:Q00325,hsa:5250,SLC25A3; solute carrier family 25 member 3
up:Q02742,hsa:2650,GCNT1; glucosaminyl (N-acetyl) transferase 1
up:Q02742,hsa:2650,GCNT1; glucosaminyl (N-acetyl) transferase 1
up:Q02742,hsa:2650,GCNT1; glucosaminyl (N-acetyl) transferase 1
up:Q04671,hsa:4948,OCA2; OCA2 melanosomal transmembrane protein
up:Q05084,hsa:3382,ICA1; islet cell autoantigen 1
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12926,hsa:1993,ELAVL2; ELAV like RNA binding protein 2
up:Q12981,hsa:662,BNIP1; BCL2 interacting protein 1
up:Q13155,hsa:7965,AIMP2; aminoacyl tRNA synthetase complex interacting multifunctional protein 2
up:Q13155,hsa:7965,AIMP2; aminoacyl tRNA synthetase complex interacting multifunctional protein 2
up:Q13155,hsa:7965,AIMP2; aminoacyl tRNA synthetase complex interacting multifunctional protein 2
up:Q13257,hsa:4085,MAD2L1; mitotic arrest deficient 2 like 1
up:Q13257,hsa:4085,MAD2L1; mitotic arrest deficient 2 like 1
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13268,hsa:10202,DHRS2; dehydrogenase/reductase 2
up:Q13509,hsa:10381,TUBB3; tubulin beta 3 class III
up:Q13526,hsa:5300,"PIN1; peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q14192,hsa:2274,FHL2; four and a half LIM domains 2
up:Q14192,hsa:2274,FHL2; four and a half LIM domains 2
up:Q14206,hsa:10231,RCAN2; regulator of calcineurin 2
up:Q14240,hsa:1974,EIF4A2; eukaryotic translation initiation factor 4A2
up:Q14444,hsa:4076,CAPRIN1; cell cycle associated protein 1
up:Q14657,hsa:8270,LAGE3; L antigen family member 3
up:Q14691,hsa:9837,GINS1; GINS complex subunit 1
up:Q14722,hsa:7881,KCNAB1; potassium voltage-gated channel subfamily A regulatory beta subunit 1
up:Q14832,hsa:2913,GRM3; glutamate metabotropic receptor 3
up:Q14832,hsa:2913,GRM3; glutamate metabotropic receptor 3
up:Q14832,hsa:2913,GRM3; glutamate metabotropic receptor 3
up:Q14894,hsa:1428,CRYM; crystallin mu
up:Q15056,hsa:7458,EIF4H; eukaryotic translation initiation factor 4H
up:Q15256,hsa:5801,PTPRR; protein tyrosine phosphatase receptor type R
up:Q15506,hsa:53340,SPA17; sperm autoantigenic protein 17
up:Q15649,hsa:9326,ZNHIT3; zinc finger HIT-type containing 3
up:Q15761,hsa:4889,NPY5R; neuropeptide Y receptor Y5
up:Q16531,hsa:1642,DDB1; damage specific DNA binding protein 1
up:Q16531,hsa:1642,DDB1; damage specific DNA binding protein 1
up:Q16566,hsa:814,CAMK4; calcium/calmodulin dependent protein kinase IV
up:Q16763,hsa:27338,UBE2S; ubiquitin conjugating enzyme E2 S
up:Q16775,hsa:3029,HAGH; hydroxyacylglutathione hydrolase
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q16891,hsa:10989,IMMT; inner membrane mitochondrial protein
up:Q17RS7,hsa:348654,GEN1; GEN1 Holliday junction 5' flap endonuclease
up:Q2M329,hsa:257236,CCDC96; coiled-coil domain containing 96
up:Q32P41,hsa:57570,TRMT5; tRNA methyltransferase 5
up:Q3T8J9,hsa:54856,GON4L; gon-4 like
up:Q3T8J9,hsa:54856,GON4L; gon-4 like
up:Q3T8J9,hsa:54856,GON4L; gon-4 like
up:Q3ZCQ8,hsa:92609,TIMM50; translocase of inner mitochondrial membrane 50
up:Q49AR2,hsa:55322,C5orf22; chromosome 5 open reading frame 22
up:Q49AR2,hsa:55322,C5orf22; chromosome 5 open reading frame 22
up:Q49AR2,hsa:55322,C5orf22; chromosome 5 open reading frame 22
up:Q49AR2,hsa:55322,C5orf22; chromosome 5 open reading frame 22
up:Q4G0F5,hsa:112936,"VPS26B; VPS26, retromer complex component B"
up:Q58WW2,hsa:55827,DCAF6; DDB1 and CUL4 associated factor 6
up:Q58WW2,hsa:55827,DCAF6; DDB1 and CUL4 associated factor 6
up:Q5HYI8,hsa:285282,"RABL3; RAB, member of RAS oncogene family like 3"
up:Q5HYI8,hsa:285282,"RABL3; RAB, member of RAS oncogene family like 3"
up:Q5HYL7,hsa:256130,TMEM196; transmembrane protein 196
up:Q5I0G3,hsa:130752,MDH1B; malate dehydrogenase 1B
up:Q5JPI9,hsa:399818,EEF1AKMT2; EEF1A lysine methyltransferase 2
up:Q5JPI9,hsa:399818,EEF1AKMT2; EEF1A lysine methyltransferase 2
up:Q5JPI9,hsa:399818,EEF1AKMT2; EEF1A lysine methyltransferase 2
up:Q5JPI9,hsa:399818,EEF1AKMT2; EEF1A lysine methyltransferase 2
up:Q5JTD7,hsa:221424,LRRC73; leucine rich repeat containing 73
up:Q5M9N0,hsa:339965,CCDC158; coiled-coil domain containing 158
up:Q5M9N0,hsa:339965,CCDC158; coiled-coil domain containing 158
up:Q5PSV4,hsa:84312,BRMS1L; BRMS1 like transcriptional repressor
up:Q5T2T1,hsa:143098,MPP7; membrane palmitoylated protein 7
up:Q5T2T1,hsa:143098,MPP7; membrane palmitoylated protein 7
up:Q5T2T1,hsa:143098,MPP7; membrane palmitoylated protein 7
up:Q5T848,hsa:57512,GPR158; G protein-coupled receptor 158
up:Q5T848,hsa:57512,GPR158; G protein-coupled receptor 158
up:Q5T848,hsa:57512,GPR158; G protein-coupled receptor 158
up:Q5TBK1,hsa:90634,N4BP2L1; NEDD4 binding protein 2 like 1
up:Q5TC12,hsa:64756,ATPAF1; ATP synthase mitochondrial F1 complex assembly factor 1
up:Q5TEU4,hsa:79133,NDUFAF5; NADH:ubiquinone oxidoreductase complex assembly factor 5
up:Q5TEU4,hsa:79133,NDUFAF5; NADH:ubiquinone oxidoreductase complex assembly factor 5
up:Q5U5R9,hsa:143279,HECTD2; HECT domain E3 ubiquitin protein ligase 2
up:Q5U5R9,hsa:143279,HECTD2; HECT domain E3 ubiquitin protein ligase 2
up:Q5U5R9,hsa:143279,HECTD2; HECT domain E3 ubiquitin protein ligase 2
up:Q5VV43,hsa:9856,AAVR; KIAA0319
up:Q5VVJ2,hsa:114803,"MYSM1; Myb like, SWIRM and MPN domains 1"
up:Q5VVJ2,hsa:114803,"MYSM1; Myb like, SWIRM and MPN domains 1"
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q68CZ1,hsa:23322,RPGRIP1L; RPGRIP1 like
up:Q69YW2,hsa:375057,"STUM; stum, mechanosensory transduction mediator homolog"
up:Q6IC98,hsa:23151,GRAMD4; GRAM domain containing 4
up:Q6IC98,hsa:23151,GRAMD4; GRAM domain containing 4
up:Q6IE81,hsa:79960,JADE1; jade family PHD finger 1
up:Q6P158,hsa:90957,DHX57; DExH-box helicase 57
up:Q6P1M0,hsa:10999,SLC27A4; solute carrier family 27 member 4
up:Q6P1M0,hsa:10999,SLC27A4; solute carrier family 27 member 4
up:Q6P4F2,hsa:112812,FDX2; ferredoxin 2
up:Q6PH81,hsa:388272,C16orf87; chromosome 16 open reading frame 87
up:Q6PIL6,hsa:80333,KCNIP4; potassium voltage-gated channel interacting protein 4
up:Q6UVY6,hsa:26002,MOXD1; monooxygenase DBH like 1
up:Q6UVY6,hsa:26002,MOXD1; monooxygenase DBH like 1
up:Q6UVY6,hsa:26002,MOXD1; monooxygenase DBH like 1
up:Q6UVY6,hsa:26002,MOXD1; monooxygenase DBH like 1
up:Q6UVY6,hsa:26002,MOXD1; monooxygenase DBH like 1
up:Q6UWP2,hsa:79154,DHRS11; dehydrogenase/reductase 11
up:Q6UWP2,hsa:79154,DHRS11; dehydrogenase/reductase 11
up:Q6UWP7,hsa:253558,LCLAT1; lysocardiolipin acyltransferase 1
up:Q6UXY8,hsa:79838,TMC5; transmembrane channel like 5
up:Q6UXY8,hsa:79838,TMC5; transmembrane channel like 5
up:Q6UXZ4,hsa:137970,UNC5D; unc-5 netrin receptor D
up:Q6ZMI3,hsa:342035,GLDN; gliomedin
up:Q6ZQX7,hsa:400566,C17orf97; chromosome 17 open reading frame 97
up:Q6ZSS7,hsa:54842,MFSD6; major facilitator superfamily domain containing 6
up:Q6ZSS7,hsa:54842,MFSD6; major facilitator superfamily domain containing 6
up:Q6ZSS7,hsa:54842,MFSD6; major facilitator superfamily domain containing 6
up:Q6ZSS7,hsa:54842,MFSD6; major facilitator superfamily domain containing 6
up:Q6ZSS7,hsa:54842,MFSD6; major facilitator superfamily domain containing 6
up:Q6ZWT7,hsa:129642,MBOAT2; membrane bound O-acyltransferase domain containing 2
up:Q6ZWT7,hsa:129642,MBOAT2; membrane bound O-acyltransferase domain containing 2
up:Q719H9,hsa:284252,KCTD1; potassium channel tetramerization domain containing 1
up:Q7KZN9,hsa:1355,COX15; cytochrome c oxidase assembly homolog COX15
up:Q7L0Y3,hsa:54931,"TRMT10C; tRNA methyltransferase 10C, mitochondrial RNase P subunit"
up:Q7L0Y3,hsa:54931,"TRMT10C; tRNA methyltransferase 10C, mitochondrial RNase P subunit"
up:Q7L0Y3,hsa:54931,"TRMT10C; tRNA methyltransferase 10C, mitochondrial RNase P subunit"
up:Q7L0Y3,hsa:54931,"TRMT10C; tRNA methyltransferase 10C, mitochondrial RNase P subunit"
up:Q7L0Y3,hsa:54931,"TRMT10C; tRNA methyltransferase 10C, mitochondrial RNase P subunit"
up:Q7L211,hsa:84945,ABHD13; abhydrolase domain containing 13
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q7Z392,hsa:60684,TRAPPC11; trafficking protein particle complex subunit 11
up:Q7Z392,hsa:60684,TRAPPC11; trafficking protein particle complex subunit 11
up:Q7Z6J2,hsa:160622,TAMALIN; trafficking regulator and scaffold protein tamalin
up:Q86SQ9,hsa:79947,DHDDS; dehydrodolichyl diphosphate synthase subunit
up:Q86SQ9,hsa:79947,DHDDS; dehydrodolichyl diphosphate synthase subunit
up:Q86SQ9,hsa:79947,DHDDS; dehydrodolichyl diphosphate synthase subunit
up:Q86TW2,hsa:57143,ADCK1; aarF domain containing kinase 1
up:Q86UA6,hsa:84268,RPAIN; RPA interacting protein
up:Q86UA6,hsa:84268,RPAIN; RPA interacting protein
up:Q86UE6,hsa:347730,LRRTM1; leucine rich repeat transmembrane neuronal 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86UR5,hsa:22999,RIMS1; regulating synaptic membrane exocytosis 1
up:Q86W56,hsa:8505,PARG; poly(ADP-ribose) glycohydrolase
up:Q86W56,hsa:8505,PARG; poly(ADP-ribose) glycohydrolase
up:Q86W56,hsa:8505,PARG; poly(ADP-ribose) glycohydrolase
up:Q86WG3,hsa:85300,ATCAY; ATCAY kinesin light chain interacting caytaxin
up:Q86Y37,hsa:143384,CACUL1; CDK2 associated cullin domain 1
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q86Y82,hsa:23673,STX12; syntaxin 12
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q8IUZ0,hsa:54839,LRRC49; leucine rich repeat containing 49
up:Q8IVL0,hsa:89795,NAV3; neuron navigator 3
up:Q8IVS2,hsa:27349,MCAT; malonyl-CoA-acyl carrier protein transacylase
up:Q8IY45,hsa:196394,AMN1; antagonist of mitotic exit network 1 homolog
up:Q8IYP9,hsa:254887,ZDHHC23; zinc finger DHHC-type palmitoyltransferase 23
up:Q8IZ57,hsa:140767,NRSN1; neurensin 1
up:Q8IZF0,hsa:259232,"NALCN; sodium leak channel, non-selective"
up:Q8IZF0,hsa:259232,"NALCN; sodium leak channel, non-selective"
up:Q8IZF0,hsa:259232,"NALCN; sodium leak channel, non-selective"
up:Q8IZL9,hsa:23552,CDK20; cyclin dependent kinase 20
up:Q8IZP7,hsa:266722,HS6ST3; heparan sulfate 6-O-sulfotransferase 3
up:Q8IZP7,hsa:266722,HS6ST3; heparan sulfate 6-O-sulfotransferase 3
up:Q8N1A6,hsa:132321,C4orf33; chromosome 4 open reading frame 33
up:Q8N1A6,hsa:132321,C4orf33; chromosome 4 open reading frame 33
up:Q8N1A6,hsa:132321,C4orf33; chromosome 4 open reading frame 33
up:Q8N1A6,hsa:132321,C4orf33; chromosome 4 open reading frame 33
up:Q8N442,hsa:60558,GUF1; GTP binding elongation factor GUF1
up:Q8N442,hsa:60558,GUF1; GTP binding elongation factor GUF1
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N468,hsa:148808,MFSD4A; major facilitator superfamily domain containing 4A
up:Q8N4P2,hsa:150737,TTC30B; tetratricopeptide repeat domain 30B
up:Q8N4V2,hsa:55530,SVOP; SV2 related protein
up:Q8N4V2,hsa:55530,SVOP; SV2 related protein
up:Q8N4V2,hsa:55530,SVOP; SV2 related protein
up:Q8N4V2,hsa:55530,SVOP; SV2 related protein
up:Q8N4V2,hsa:55530,SVOP; SV2 related protein
up:Q8N543,hsa:55239,OGFOD1; 2-oxoglutarate and iron dependent oxygenase domain containing 1
up:Q8N5X7,hsa:317649,EIF4E3; eukaryotic translation initiation factor 4E family member 3
up:Q8N6S4,hsa:81573,ANKRD13C; ankyrin repeat domain 13C
up:Q8N6S4,hsa:81573,ANKRD13C; ankyrin repeat domain 13C
up:Q8N6S4,hsa:81573,ANKRD13C; ankyrin repeat domain 13C
up:Q8N8Q8,hsa:285521,COX18; cytochrome c oxidase assembly factor COX18
up:Q8N8Q8,hsa:285521,COX18; cytochrome c oxidase assembly factor COX18
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8N999,hsa:91298,C12orf29; chromosome 12 open reading frame 29
up:Q8NCW6,hsa:63917,GALNT11; polypeptide N-acetylgalactosaminyltransferase 11
up:Q8NCW6,hsa:63917,GALNT11; polypeptide N-acetylgalactosaminyltransferase 11
up:Q8ND07,hsa:80127,BBOF1; basal body orientation factor 1
up:Q8ND07,hsa:80127,BBOF1; basal body orientation factor 1
up:Q8NDC4,hsa:118812,MORN4; MORN repeat containing 4
up:Q8NDC4,hsa:118812,MORN4; MORN repeat containing 4
up:Q8NDC4,hsa:118812,MORN4; MORN repeat containing 4
up:Q8NDC4,hsa:118812,MORN4; MORN repeat containing 4
up:Q8NDC4,hsa:118812,MORN4; MORN repeat containing 4
up:Q8NEP7,hsa:126823,KLHDC9; kelch domain containing 9
up:Q8NFR7,hsa:130940,CCDC148; coiled-coil domain containing 148
up:Q8NFY4,hsa:80031,SEMA6D; semaphorin 6D
up:Q8TAB3,hsa:57526,PCDH19; protocadherin 19
up:Q8TB36,hsa:54332,GDAP1; ganglioside induced differentiation associated protein 1
up:Q8TBF8,hsa:145773,FAM81A; family with sequence similarity 81 member A
up:Q8TBP6,hsa:55972,SLC25A40; solute carrier family 25 member 40
up:Q8TCB7,hsa:131965,"METTL6; methyltransferase 6, methylcytidine"
up:Q8TCB7,hsa:131965,"METTL6; methyltransferase 6, methylcytidine"
up:Q8TCB7,hsa:131965,"METTL6; methyltransferase 6, methylcytidine"
up:Q8TCG1,hsa:57650,CIP2A; cellular inhibitor of PP2A
up:Q8TCG1,hsa:57650,CIP2A; cellular inhibitor of PP2A
up:Q8TCG1,hsa:57650,CIP2A; cellular inhibitor of PP2A
up:Q8TCU5,hsa:116443,GRIN3A; glutamate ionotropic receptor NMDA type subunit 3A
up:Q8TCU5,hsa:116443,GRIN3A; glutamate ionotropic receptor NMDA type subunit 3A
up:Q8TDJ6,hsa:23312,DMXL2; Dmx like 2
up:Q8TDJ6,hsa:23312,DMXL2; Dmx like 2
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TDW5,hsa:94122,SYTL5; synaptotagmin like 5
up:Q8TEA8,hsa:92675,DTD1; D-aminoacyl-tRNA deacylase 1
up:Q8TEB1,hsa:80344,DCAF11; DDB1 and CUL4 associated factor 11
up:Q8TEB1,hsa:80344,DCAF11; DDB1 and CUL4 associated factor 11
up:Q8TEB1,hsa:80344,DCAF11; DDB1 and CUL4 associated factor 11
up:Q8TEB1,hsa:80344,DCAF11; DDB1 and CUL4 associated factor 11
up:Q8TEB1,hsa:80344,DCAF11; DDB1 and CUL4 associated factor 11
up:Q8TF42,hsa:84959,UBASH3B; ubiquitin associated and SH3 domain containing B
up:Q8TF42,hsa:84959,UBASH3B; ubiquitin associated and SH3 domain containing B
up:Q8WUH1,hsa:91612,CHURC1; churchill domain containing 1
up:Q8WUH1,hsa:91612,CHURC1; churchill domain containing 1
up:Q8WUH1,hsa:91612,CHURC1; churchill domain containing 1
up:Q8WUH1,hsa:91612,CHURC1; churchill domain containing 1
up:Q8WVP7,hsa:64327,LMBR1; limb development membrane protein 1
up:Q8WWI1,hsa:4008,LMO7; LIM domain 7
up:Q8WWW0,hsa:83593,RASSF5; Ras association domain family member 5
up:Q8WXF0,hsa:135295,SRSF12; serine and arginine rich splicing factor 12
up:Q8WXF0,hsa:135295,SRSF12; serine and arginine rich splicing factor 12
up:Q8WXF7,hsa:51062,ATL1; atlastin GTPase 1
up:Q8WY21,hsa:114815,SORCS1; sortilin related VPS10 domain containing receptor 1
up:Q8WYR4,hsa:89765,RSPH1; radial spoke head component 1
up:Q8WYR4,hsa:89765,RSPH1; radial spoke head component 1
up:Q92541,hsa:23168,"RTF1; RTF1 homolog, Paf1/RNA polymerase II complex component"
up:Q92556,hsa:9844,ELMO1; engulfment and cell motility 1
up:Q92556,hsa:9844,ELMO1; engulfment and cell motility 1
up:Q92556,hsa:9844,ELMO1; engulfment and cell motility 1
up:Q92572,hsa:1176,AP3S1; adaptor related protein complex 3 subunit sigma 1
up:Q92772,hsa:8999,CDKL2; cyclin dependent kinase like 2
up:Q92772,hsa:8999,CDKL2; cyclin dependent kinase like 2
up:Q92772,hsa:8999,CDKL2; cyclin dependent kinase like 2
up:Q92772,hsa:8999,CDKL2; cyclin dependent kinase like 2
up:Q92772,hsa:8999,CDKL2; cyclin dependent kinase like 2
up:Q92823,hsa:4897,NRCAM; neuronal cell adhesion molecule
up:Q92823,hsa:4897,NRCAM; neuronal cell adhesion molecule
up:Q92823,hsa:4897,NRCAM; neuronal cell adhesion molecule
